Raw Meter Data,,,
Device ID,Date,Time,Meter Reading KWh
device3000,25/02/2012,1:45:00 PM,59544.344
device3000,25/02/2012,2:00:00 PM,59551.323
device3000,25/02/2012,2:15:00 PM,59558.182
device3000,25/02/2012,2:30:00 PM,59565.268
device3000,25/02/2012,2:45:00 PM,59572.74
device3000,25/02/2012,3:00:00 PM,59580.321
device3000,25/02/2012,3:15:00 PM,59588.065
device3000,25/02/2012,3:30:00 PM,59595.814
device3000,25/02/2012,3:45:00 PM,59603.262
device3000,25/02/2012,4:00:00 PM,59610.312
device3000,25/02/2012,4:15:00 PM,59617.41
device3000,25/02/2012,4:30:00 PM,59624.478
device3000,25/02/2012,4:45:00 PM,59631.69
device3000,25/02/2012,5:00:00 PM,59639.84
device3000,25/02/2012,5:15:00 PM,59647.805
device3000,25/02/2012,5:30:00 PM,59654.994
device3000,25/02/2012,5:45:00 PM,59661.935
device3000,25/02/2012,6:00:00 PM,59668.677
device3000,25/02/2012,6:15:00 PM,59675.4
device3000,25/02/2012,6:30:00 PM,59682.133
device3000,25/02/2012,6:45:00 PM,59689.115
device3000,25/02/2012,7:00:00 PM,59696.544
device3000,25/02/2012,7:15:00 PM,59704.189
device3000,25/02/2012,7:30:00 PM,59711.431
device3000,25/02/2012,7:45:00 PM,59718.254
device3000,25/02/2012,8:00:00 PM,59725.089
device3000,25/02/2012,8:15:00 PM,59731.861
device3000,25/02/2012,8:30:00 PM,59738.902
device3000,25/02/2012,8:45:00 PM,59745.954
device3000,25/02/2012,9:00:00 PM,59752.94
device3000,25/02/2012,9:15:00 PM,59759.839
device3000,25/02/2012,9:30:00 PM,59767.146
device3000,25/02/2012,9:45:00 PM,59773.956
device3000,25/02/2012,10:00:00 PM,59780.775
device3000,25/02/2012,10:15:00 PM,59787.755
device3000,25/02/2012,10:30:00 PM,59794.746
device3000,25/02/2012,10:45:00 PM,59801.77
device3000,25/02/2012,11:00:00 PM,59808.772
device3000,25/02/2012,11:15:00 PM,59815.566
device3000,25/02/2012,11:30:00 PM,59822.39
device3000,25/02/2012,11:45:00 PM,59829.119
device3000,25/02/2012,12:00:00 AM,59836.051
device3000,26/02/2012,12:15:00 AM,59842.947
device3000,26/02/2012,12:30:00 AM,59849.904
device3000,26/02/2012,12:45:00 AM,59856.824
device3000,26/02/2012,1:00:00 AM,59863.781
device3000,26/02/2012,1:15:00 AM,59870.522
device3000,26/02/2012,1:30:00 AM,59877.194
device3000,26/02/2012,1:45:00 AM,59883.93
device3000,26/02/2012,2:00:00 AM,59890.95
device3000,26/02/2012,2:15:00 AM,59897.902
device3000,26/02/2012,2:30:00 AM,59904.864
device3000,26/02/2012,2:45:00 AM,59911.784
device3000,26/02/2012,3:00:00 AM,59918.774
device3000,26/02/2012,3:15:00 AM,59925.661
device3000,26/02/2012,3:30:00 AM,59932.35
device3000,26/02/2012,3:45:00 AM,59939.511
device3000,26/02/2012,4:00:00 AM,59946.449
device3000,26/02/2012,4:15:00 AM,59953.421
device3000,26/02/2012,4:30:00 AM,59960.324
device3000,26/02/2012,4:45:00 AM,59967.246
device3000,26/02/2012,5:00:00 AM,59974.202
device3000,26/02/2012,5:15:00 AM,59981.077
device3000,26/02/2012,5:30:00 AM,59987.722
device3000,26/02/2012,5:45:00 AM,59994.366
device3000,26/02/2012,6:00:00 AM,60001.052
device3000,26/02/2012,6:15:00 AM,60007.857
device3000,26/02/2012,6:30:00 AM,60014.656
device3000,26/02/2012,6:45:00 AM,60021.464
device3000,26/02/2012,7:00:00 AM,60028.329
device3000,26/02/2012,7:15:00 AM,60035.151
device3000,26/02/2012,7:30:00 AM,60041.71
device3000,26/02/2012,7:45:00 AM,60048.348
device3000,26/02/2012,8:00:00 AM,60055.037
device3000,26/02/2012,8:15:00 AM,60061.929
device3000,26/02/2012,8:30:00 AM,60068.831
device3000,26/02/2012,8:45:00 AM,60075.704
device3000,26/02/2012,9:00:00 AM,60082.565
device3000,26/02/2012,9:15:00 AM,60089.414
device3000,26/02/2012,9:30:00 AM,60096.068
device3000,26/02/2012,9:45:00 AM,60102.778
device3000,26/02/2012,10:00:00 AM,60109.451
device3000,26/02/2012,10:15:00 AM,60116.337
device3000,26/02/2012,10:30:00 AM,60123.205
device3000,26/02/2012,10:45:00 AM,60130.104
device3000,26/02/2012,11:00:00 AM,60136.977
device3000,26/02/2012,11:15:00 AM,60143.721
device3000,26/02/2012,11:30:00 AM,60150.448
device3000,26/02/2012,11:45:00 AM,60157.171
device3000,26/02/2012,12:00:00 PM,60163.914
device3000,26/02/2012,12:15:00 PM,60170.797
device3000,26/02/2012,12:30:00 PM,60177.653
device3000,26/02/2012,12:45:00 PM,60184.979
device3000,26/02/2012,1:00:00 PM,60191.668
device3000,26/02/2012,1:15:00 PM,60198.351
device3000,26/02/2012,1:30:00 PM,60205.02
device3000,26/02/2012,1:45:00 PM,60211.667
device3000,26/02/2012,2:00:00 PM,60218.566
device3000,26/02/2012,2:15:00 PM,60225.522
device3000,26/02/2012,2:30:00 PM,60232.516
device3000,26/02/2012,2:45:00 PM,60239.286
device3000,26/02/2012,3:00:00 PM,60246.024
device3000,26/02/2012,3:15:00 PM,60252.736
device3000,26/02/2012,3:30:00 PM,60259.444
device3000,26/02/2012,3:45:00 PM,60266.3369999999
device3000,26/02/2012,4:00:00 PM,60273.3519999999
device3000,26/02/2012,4:15:00 PM,60280.4219999999
device3000,26/02/2012,4:30:00 PM,60287.3189999999
device3000,26/02/2012,4:45:00 PM,60293.9699999999
device3000,26/02/2012,5:00:00 PM,60300.6619999999
device3000,26/02/2012,5:15:00 PM,60307.3959999999
device3000,26/02/2012,5:30:00 PM,60314.2359999999
device3000,26/02/2012,5:45:00 PM,60321.1619999999
device3000,26/02/2012,6:00:00 PM,60328.7239999999
device3000,26/02/2012,6:15:00 PM,60335.6089999999
device3000,26/02/2012,6:30:00 PM,60342.3589999999
device3000,26/02/2012,6:45:00 PM,60349.8629999999
device3000,26/02/2012,7:00:00 PM,60356.7159999999
device3000,26/02/2012,7:15:00 PM,60363.7179999999
device3000,26/02/2012,7:30:00 PM,60370.7589999999
device3000,26/02/2012,7:45:00 PM,60377.7639999999
device3000,26/02/2012,8:00:00 PM,60384.7989999999
device3000,26/02/2012,8:15:00 PM,60391.5519999999
device3000,26/02/2012,8:30:00 PM,60398.3159999999
device3000,26/02/2012,8:45:00 PM,60405.0349999999
device3000,26/02/2012,9:00:00 PM,60411.9759999999
device3000,26/02/2012,9:15:00 PM,60419.0349999999
device3000,26/02/2012,9:30:00 PM,60426.0839999999
device3000,26/02/2012,9:45:00 PM,60433.1359999999
device3000,26/02/2012,10:00:00 PM,60440.4619999999
device3000,26/02/2012,10:15:00 PM,60447.2879999999
device3000,26/02/2012,10:30:00 PM,60454.0769999999
device3000,26/02/2012,10:45:00 PM,60460.9599999999
device3000,26/02/2012,11:00:00 PM,60467.8859999999
device3000,26/02/2012,11:15:00 PM,60474.7919999999
device3000,26/02/2012,11:30:00 PM,60481.7489999999
device3000,26/02/2012,11:45:00 PM,60488.6979999999
device3000,26/02/2012,12:00:00 AM,60495.6319999999
device3000,27/02/2012,12:15:00 AM,60502.5799999999
device3000,27/02/2012,12:30:00 AM,60509.3739999999
device3000,27/02/2012,12:45:00 AM,60516.2019999999
device3000,27/02/2012,1:00:00 AM,60523.0129999999
device3000,27/02/2012,1:15:00 AM,60529.9219999999
device3000,27/02/2012,1:30:00 AM,60536.8649999999
device3000,27/02/2012,1:45:00 AM,60543.7589999999
device3000,27/02/2012,2:00:00 AM,60550.6789999999
device3000,27/02/2012,2:15:00 AM,60557.6709999999
device3000,27/02/2012,2:30:00 AM,60564.6799999999
device3000,27/02/2012,2:45:00 AM,60571.4479999999
device3000,27/02/2012,3:00:00 AM,60578.2089999999
device3000,27/02/2012,3:15:00 AM,60584.9649999999
device3000,27/02/2012,3:30:00 AM,60591.8979999999
device3000,27/02/2012,3:45:00 AM,60598.8259999999
device3000,27/02/2012,4:00:00 AM,60605.8169999999
device3000,27/02/2012,4:15:00 AM,60612.7209999999
device3000,27/02/2012,4:30:00 AM,60619.6339999999
device3000,27/02/2012,4:45:00 AM,60629.0819999999
device3000,27/02/2012,5:00:00 AM,60640.7159999999
device3000,27/02/2012,5:15:00 AM,60649.7779999999
device3000,27/02/2012,5:30:00 AM,60659.0399999999
device3000,27/02/2012,5:45:00 AM,60669.3369999999
device3000,27/02/2012,6:00:00 AM,60681.4249999999
device3000,27/02/2012,6:15:00 AM,60692.2869999999
device3000,27/02/2012,6:30:00 AM,60703.6839999999
device3000,27/02/2012,6:45:00 AM,60717.4389999999
device3000,27/02/2012,7:00:00 AM,60730.0359999999
device3000,27/02/2012,7:15:00 AM,60743.5149999999
device3000,27/02/2012,7:30:00 AM,60757.8599999999
device3000,27/02/2012,7:45:00 AM,60771.6979999999
device3000,27/02/2012,8:00:00 AM,60786.2669999999
device3000,27/02/2012,8:15:00 AM,60801.1479999999
device3000,27/02/2012,8:30:00 AM,60815.6159999999
device3000,27/02/2012,8:45:00 AM,60831.6569999999
device3000,27/02/2012,9:00:00 AM,60846.4499999999
device3000,27/02/2012,9:15:00 AM,60863.9069999999
device3000,27/02/2012,9:30:00 AM,60881.9409999999
device3000,27/02/2012,9:45:00 AM,60901.2869999999
device3000,27/02/2012,10:00:00 AM,60919.9299999999
device3000,27/02/2012,10:15:00 AM,60940.2659999999
device3000,27/02/2012,10:30:00 AM,60959.2479999999
device3000,27/02/2012,10:45:00 AM,60977.3889999999
device3000,27/02/2012,11:00:00 AM,60998.2849999999
device3000,27/02/2012,11:15:00 AM,61020.6849999999
device3000,27/02/2012,11:30:00 AM,61041.4699999999
device3000,27/02/2012,11:45:00 AM,61061.806
device3000,27/02/2012,12:00:00 PM,61080.3549999999
device3000,27/02/2012,12:15:00 PM,61099.0719999999
device3000,27/02/2012,12:30:00 PM,61117.8539999999
device3000,27/02/2012,12:45:00 PM,61136.8969999999
device3000,27/02/2012,1:00:00 PM,61155.4489999999
device3000,27/02/2012,1:15:00 PM,61174.3519999999
device3000,27/02/2012,1:30:00 PM,61194.0149999999
device3000,27/02/2012,1:45:00 PM,61213.1469999999
device3000,27/02/2012,2:00:00 PM,61231.6769999999
device3000,27/02/2012,2:15:00 PM,61250.7319999999
device3000,27/02/2012,2:30:00 PM,61269.8189999999
device3000,27/02/2012,2:45:00 PM,61288.1899999999
device3000,27/02/2012,3:00:00 PM,61307.4519999999
device3000,27/02/2012,3:15:00 PM,61326.5569999999
device3000,27/02/2012,3:30:00 PM,61341.9459999999
device3000,27/02/2012,3:45:00 PM,61356.4529999999
device3000,27/02/2012,4:00:00 PM,61369.6209999999
device3000,27/02/2012,4:15:00 PM,61381.4199999999
device3000,27/02/2012,4:30:00 PM,61393.1109999999
device3000,27/02/2012,4:45:00 PM,61405.5759999999
device3000,27/02/2012,5:00:00 PM,61416.5049999999
device3000,27/02/2012,5:15:00 PM,61427.3469999999
device3000,27/02/2012,5:30:00 PM,61438.9109999999
device3000,27/02/2012,5:45:00 PM,61450.9749999999
device3000,27/02/2012,6:00:00 PM,61460.8699999999
device3000,27/02/2012,6:15:00 PM,61470.3139999999
device3000,27/02/2012,6:30:00 PM,61478.9519999999
device3000,27/02/2012,6:45:00 PM,61487.8549999999
device3000,27/02/2012,7:00:00 PM,61495.5359999999
device3000,27/02/2012,7:15:00 PM,61502.4679999999
device3000,27/02/2012,7:30:00 PM,61509.3609999999
device3000,27/02/2012,7:45:00 PM,61516.3759999999
device3000,27/02/2012,8:00:00 PM,61523.3889999999
device3000,27/02/2012,8:15:00 PM,61530.3799999999
device3000,27/02/2012,8:30:00 PM,61537.3929999999
device3000,27/02/2012,8:45:00 PM,61544.4029999999
device3000,27/02/2012,9:00:00 PM,61551.4269999999
device3000,27/02/2012,9:15:00 PM,61558.2399999999
device3000,27/02/2012,9:30:00 PM,61565.4369999999
device3000,27/02/2012,9:45:00 PM,61572.6249999999
device3000,27/02/2012,10:00:00 PM,61579.6109999999
device3000,27/02/2012,10:15:00 PM,61586.4579999999
device3000,27/02/2012,10:30:00 PM,61593.2509999999
device3000,27/02/2012,10:45:00 PM,61600.1509999999
device3000,27/02/2012,11:00:00 PM,61607.2029999999
device3000,27/02/2012,11:15:00 PM,61614.2599999999
device3000,27/02/2012,11:30:00 PM,61621.3829999999
device3000,27/02/2012,11:45:00 PM,61628.8569999999
device3000,27/02/2012,12:00:00 AM,61635.8549999999
device3000,28/02/2012,12:15:00 AM,61642.9119999999
device3000,28/02/2012,12:30:00 AM,61649.9489999999
device3000,28/02/2012,12:45:00 AM,61656.9799999999
device3000,28/02/2012,1:00:00 AM,61663.9819999999
device3000,28/02/2012,1:15:00 AM,61671.0259999999
device3000,28/02/2012,1:30:00 AM,61678.1359999999
device3000,28/02/2012,1:45:00 AM,61685.1109999999
device3000,28/02/2012,2:00:00 AM,61691.9009999999
device3000,28/02/2012,2:15:00 AM,61698.7289999999
device3000,28/02/2012,2:30:00 AM,61705.8379999999
device3000,28/02/2012,2:45:00 AM,61712.9419999999
device3000,28/02/2012,3:00:00 AM,61719.9819999999
device3000,28/02/2012,3:15:00 AM,61727.0359999999
device3000,28/02/2012,3:30:00 AM,61734.1209999999
device3000,28/02/2012,3:45:00 AM,61740.9499999999
device3000,28/02/2012,4:00:00 AM,61747.9959999999
device3000,28/02/2012,4:15:00 AM,61755.0369999999
device3000,28/02/2012,4:30:00 AM,61762.1409999999
device3000,28/02/2012,4:45:00 AM,61770.4349999999
device3000,28/02/2012,5:00:00 AM,61782.1649999999
device3000,28/02/2012,5:15:00 AM,61793.5359999999
device3000,28/02/2012,5:30:00 AM,61802.7379999999
device3000,28/02/2012,5:45:00 AM,61812.5689999999
device3000,28/02/2012,6:00:00 AM,61824.1409999999
device3000,28/02/2012,6:15:00 AM,61834.1729999999
device3000,28/02/2012,6:30:00 AM,61844.8579999999
device3000,28/02/2012,6:45:00 AM,61856.1189999999
device3000,28/02/2012,7:00:00 AM,61868.5209999999
device3000,28/02/2012,7:15:00 AM,61882.5719999999
device3000,28/02/2012,7:30:00 AM,61896.8049999999
device3000,28/02/2012,7:45:00 AM,61910.9059999999
device3000,28/02/2012,8:00:00 AM,61924.7259999999
device3000,28/02/2012,8:15:00 AM,61938.5029999999
device3000,28/02/2012,8:30:00 AM,61952.3929999999
device3000,28/02/2012,8:45:00 AM,61966.1159999999
device3000,28/02/2012,9:00:00 AM,61980.0509999999
device3000,28/02/2012,9:15:00 AM,61994.3109999999
device3000,28/02/2012,9:30:00 AM,62008.4879999999
device3000,28/02/2012,9:45:00 AM,62022.2119999999
device3000,28/02/2012,10:00:00 AM,62035.9879999999
device3000,28/02/2012,10:15:00 AM,62049.9889999999
device3000,28/02/2012,10:30:00 AM,62063.8499999999
device3000,28/02/2012,10:45:00 AM,62077.3819999999
device3000,28/02/2012,11:00:00 AM,62091.3609999999
device3000,28/02/2012,11:15:00 AM,62104.4489999999
device3000,28/02/2012,11:30:00 AM,62117.1689999999
device3000,28/02/2012,11:45:00 AM,62130.2469999999
device3000,28/02/2012,12:00:00 PM,62143.5909999999
device3000,28/02/2012,12:15:00 PM,62156.4619999999
device3000,28/02/2012,12:30:00 PM,62169.5389999999
device3000,28/02/2012,12:45:00 PM,62183.4669999999
device3000,28/02/2012,1:00:00 PM,62197.0569999999
device3000,28/02/2012,1:15:00 PM,62210.7629999999
device3000,28/02/2012,1:30:00 PM,62224.8229999999
device3000,28/02/2012,1:45:00 PM,62238.8219999999
device3000,28/02/2012,2:00:00 PM,62252.3409999999
device3000,28/02/2012,2:15:00 PM,62266.0129999999
device3000,28/02/2012,2:30:00 PM,62280.2139999999
device3000,28/02/2012,2:45:00 PM,62294.2649999999
device3000,28/02/2012,3:00:00 PM,62307.4099999999
device3000,28/02/2012,3:15:00 PM,62320.7259999999
device3000,28/02/2012,3:30:00 PM,62333.5959999999
device3000,28/02/2012,3:45:00 PM,62346.6189999999
device3000,28/02/2012,4:00:00 PM,62359.0129999999
device3000,28/02/2012,4:15:00 PM,62371.1369999999
device3000,28/02/2012,4:30:00 PM,62382.8899999999
device3000,28/02/2012,4:45:00 PM,62394.8169999999
device3000,28/02/2012,5:00:00 PM,62407.7489999999
device3000,28/02/2012,5:15:00 PM,62420.4329999999
device3000,28/02/2012,5:30:00 PM,62432.3219999999
device3000,28/02/2012,5:45:00 PM,62442.5309999999
device3000,28/02/2012,6:00:00 PM,62451.0379999999
device3000,28/02/2012,6:15:00 PM,62459.2529999999
device3000,28/02/2012,6:30:00 PM,62467.1029999999
device3000,28/02/2012,6:45:00 PM,62474.8569999999
device3000,28/02/2012,7:00:00 PM,62482.9419999999
device3000,28/02/2012,7:15:00 PM,62491.3159999999
device3000,28/02/2012,7:30:00 PM,62498.6269999999
device3000,28/02/2012,7:45:00 PM,62505.7079999999
device3000,28/02/2012,8:00:00 PM,62512.7539999999
device3000,28/02/2012,8:15:00 PM,62519.7749999999
device3000,28/02/2012,8:30:00 PM,62526.8619999999
device3000,28/02/2012,8:45:00 PM,62533.8849999999
device3000,28/02/2012,9:00:00 PM,62540.8939999999
device3000,28/02/2012,9:15:00 PM,62547.9339999999
device3000,28/02/2012,9:30:00 PM,62554.8979999999
device3000,28/02/2012,9:45:00 PM,62561.6279999999
device3000,28/02/2012,10:00:00 PM,62568.4849999999
device3000,28/02/2012,10:15:00 PM,62575.9069999999
device3000,28/02/2012,10:30:00 PM,62582.9559999999
device3000,28/02/2012,10:45:00 PM,62589.9579999999
device3000,28/02/2012,11:00:00 PM,62596.8819999999
device3000,28/02/2012,11:15:00 PM,62603.9159999999
device3000,28/02/2012,11:30:00 PM,62610.9659999999
device3000,28/02/2012,11:45:00 PM,62617.9299999999
device3000,28/02/2012,12:00:00 AM,62624.9209999999
device3000,29/02/2012,12:15:00 AM,62631.9709999999
device3000,29/02/2012,12:30:00 AM,62638.9329999999
device3000,29/02/2012,12:45:00 AM,62645.8999999999
device3000,29/02/2012,1:00:00 AM,62652.8139999999
device3000,29/02/2012,1:15:00 AM,62659.8119999999
device3000,29/02/2012,1:30:00 AM,62666.9229999999
device3000,29/02/2012,1:45:00 AM,62673.9609999999
device3000,29/02/2012,2:00:00 AM,62680.9179999999
device3000,29/02/2012,2:15:00 AM,62687.8609999999
device3000,29/02/2012,2:30:00 AM,62694.9569999999
device3000,29/02/2012,2:45:00 AM,62701.9589999999
device3000,29/02/2012,3:00:00 AM,62708.9129999999
device3000,29/02/2012,3:15:00 AM,62715.8929999999
device3000,29/02/2012,3:30:00 AM,62722.9529999999
device3000,29/02/2012,3:45:00 AM,62729.9689999999
device3000,29/02/2012,4:00:00 AM,62736.9329999999
device3000,29/02/2012,4:15:00 AM,62743.8949999999
device3000,29/02/2012,4:30:00 AM,62750.9089999999
device3000,29/02/2012,4:45:00 AM,62762.1119999999
device3000,29/02/2012,5:00:00 AM,62781.5299999999
device3000,29/02/2012,5:15:00 AM,62798.5299999999
device3000,29/02/2012,5:30:00 AM,62812.5789999999
device3000,29/02/2012,5:45:00 AM,62826.6829999999
device3000,29/02/2012,6:00:00 AM,62841.0929999999
device3000,29/02/2012,6:15:00 AM,62853.2699999999
device3000,29/02/2012,6:30:00 AM,62864.4819999999
device3000,29/02/2012,6:45:00 AM,62878.8699999999
device3000,29/02/2012,7:00:00 AM,62892.4799999999
device3000,29/02/2012,7:15:00 AM,62905.5259999999
device3000,29/02/2012,7:30:00 AM,62918.3919999999
device3000,29/02/2012,7:45:00 AM,62931.4759999999
device3000,29/02/2012,8:00:00 AM,62944.3439999999
device3000,29/02/2012,8:15:00 AM,62957.4859999999
device3000,29/02/2012,8:30:00 AM,62970.6019999999
device3000,29/02/2012,8:45:00 AM,62984.4479999999
device3000,29/02/2012,9:00:00 AM,62998.2859999999
device3000,29/02/2012,9:15:00 AM,63011.9379999999
device3000,29/02/2012,9:30:00 AM,63025.9049999999
device3000,29/02/2012,9:45:00 AM,63040.1449999999
device3000,29/02/2012,10:00:00 AM,63054.2349999999
device3000,29/02/2012,10:15:00 AM,63068.4939999999
device3000,29/02/2012,10:30:00 AM,63081.9629999999
device3000,29/02/2012,10:45:00 AM,63095.8869999999
device3000,29/02/2012,11:00:00 AM,63109.2939999999
device3000,29/02/2012,11:15:00 AM,63123.6689999999
device3000,29/02/2012,11:30:00 AM,63136.8829999999
device3000,29/02/2012,11:45:00 AM,63150.4909999999
device3000,29/02/2012,12:00:00 PM,63164.1509999999
device3000,29/02/2012,12:15:00 PM,63177.3309999999
device3000,29/02/2012,12:30:00 PM,63191.3879999999
device3000,29/02/2012,12:45:00 PM,63204.8139999999
device3000,29/02/2012,1:00:00 PM,63222.9929999999
device3000,29/02/2012,1:15:00 PM,63241.4339999999
device3000,29/02/2012,1:30:00 PM,63260.3789999999
device3000,29/02/2012,1:45:00 PM,63278.6609999999
device3000,29/02/2012,2:00:00 PM,63295.3079999999
device3000,29/02/2012,2:15:00 PM,63312.7819999999
device3000,29/02/2012,2:30:00 PM,63330.3529999999
device3000,29/02/2012,2:45:00 PM,63347.5959999999
device3000,29/02/2012,3:00:00 PM,63364.1249999999
device3000,29/02/2012,3:15:00 PM,63379.9449999999
device3000,29/02/2012,3:30:00 PM,63395.6859999999
device3000,29/02/2012,3:45:00 PM,63411.7229999999
device3000,29/02/2012,4:00:00 PM,63425.3639999999
device3000,29/02/2012,4:15:00 PM,63438.9639999999
device3000,29/02/2012,4:30:00 PM,63451.1829999999
device3000,29/02/2012,4:45:00 PM,63463.1879999999
device3000,29/02/2012,5:00:00 PM,63474.8389999999
device3000,29/02/2012,5:15:00 PM,63486.1829999999
device3000,29/02/2012,5:30:00 PM,63496.8819999999
device3000,29/02/2012,5:45:00 PM,63507.0749999999
device3000,29/02/2012,6:00:00 PM,63514.9489999999
device3000,29/02/2012,6:15:00 PM,63522.7939999999
device3000,29/02/2012,6:30:00 PM,63530.3539999999
device3000,29/02/2012,6:45:00 PM,63537.8149999999
device3000,29/02/2012,7:00:00 PM,63545.3849999999
device3000,29/02/2012,7:15:00 PM,63552.0699999999
device3000,29/02/2012,7:30:00 PM,63558.6879999999
device3000,29/02/2012,7:45:00 PM,63565.2859999999
device3000,29/02/2012,8:00:00 PM,63571.9609999999
device3000,29/02/2012,8:15:00 PM,63578.5969999999
device3000,29/02/2012,8:30:00 PM,63585.1029999999
device3000,29/02/2012,8:45:00 PM,63591.4089999999
device3000,29/02/2012,9:00:00 PM,63597.9349999999
device3000,29/02/2012,9:15:00 PM,63604.8179999999
device3000,29/02/2012,9:30:00 PM,63611.6589999999
device3000,29/02/2012,9:45:00 PM,63618.2979999999
device3000,29/02/2012,10:00:00 PM,63624.9479999999
device3000,29/02/2012,10:15:00 PM,63631.6799999999
device3000,29/02/2012,10:30:00 PM,63638.3419999999
device3000,29/02/2012,10:45:00 PM,63644.9849999999
device3000,29/02/2012,11:00:00 PM,63651.6489999999
device3000,29/02/2012,11:15:00 PM,63658.3669999999
device3000,29/02/2012,11:30:00 PM,63665.0169999999
device3000,29/02/2012,11:45:00 PM,63672.0589999999
device3000,29/02/2012,12:00:00 AM,63681.3949999999
device3000,1/03/2012,12:15:00 AM,63691.0729999999
device3000,1/03/2012,12:30:00 AM,63700.2459999999
device3000,1/03/2012,12:45:00 AM,63708.9609999999
device3000,1/03/2012,1:00:00 AM,63717.1309999999
device3000,1/03/2012,1:15:00 AM,63724.6469999999
device3000,1/03/2012,1:30:00 AM,63731.9229999999
device3000,1/03/2012,1:45:00 AM,63738.7229999999
device3000,1/03/2012,2:00:00 AM,63746.1669999999
device3000,1/03/2012,2:15:00 AM,63752.9429999999
device3000,1/03/2012,2:30:00 AM,63759.7379999999
device3000,1/03/2012,2:45:00 AM,63766.5719999999
device3000,1/03/2012,3:00:00 AM,63773.3549999999
device3000,1/03/2012,3:15:00 AM,63780.1159999999
device3000,1/03/2012,3:30:00 AM,63786.8609999999
device3000,1/03/2012,3:45:00 AM,63793.6579999999
device3000,1/03/2012,4:00:00 AM,63800.4199999999
device3000,1/03/2012,4:15:00 AM,63807.2059999999
device3000,1/03/2012,4:30:00 AM,63813.9459999999
device3000,1/03/2012,4:45:00 AM,63822.9669999999
device3000,1/03/2012,5:00:00 AM,63839.5749999999
device3000,1/03/2012,5:15:00 AM,63852.1759999999
device3000,1/03/2012,5:30:00 AM,63864.3389999999
device3000,1/03/2012,5:45:00 AM,63874.6179999999
device3000,1/03/2012,6:00:00 AM,63886.9699999999
device3000,1/03/2012,6:15:00 AM,63899.3969999999
device3000,1/03/2012,6:30:00 AM,63910.4839999999
device3000,1/03/2012,6:45:00 AM,63923.7359999999
device3000,1/03/2012,7:00:00 AM,63936.5709999999
device3000,1/03/2012,7:15:00 AM,63949.2659999999
device3000,1/03/2012,7:30:00 AM,63963.9449999999
device3000,1/03/2012,7:45:00 AM,63978.1719999999
device3000,1/03/2012,8:00:00 AM,63991.6389999999
device3000,1/03/2012,8:15:00 AM,64004.5799999999
device3000,1/03/2012,8:30:00 AM,64018.2389999999
device3000,1/03/2012,8:45:00 AM,64032.4699999999
device3000,1/03/2012,9:00:00 AM,64046.0379999999
device3000,1/03/2012,9:15:00 AM,64060.3049999999
device3000,1/03/2012,9:30:00 AM,64074.0829999999
device3000,1/03/2012,9:45:00 AM,64087.9769999999
device3000,1/03/2012,10:00:00 AM,64105.4919999999
device3000,1/03/2012,10:15:00 AM,64122.1579999999
device3000,1/03/2012,10:30:00 AM,64135.5279999999
device3000,1/03/2012,10:45:00 AM,64150.8729999999
device3000,1/03/2012,11:00:00 AM,64164.6359999999
device3000,1/03/2012,11:15:00 AM,64177.7719999999
device3000,1/03/2012,11:30:00 AM,64192.0039999999
device3000,1/03/2012,11:45:00 AM,64206.3599999999
device3000,1/03/2012,12:00:00 PM,64219.9329999999
device3000,1/03/2012,12:15:00 PM,64233.0389999999
device3000,1/03/2012,12:30:00 PM,64246.5099999999
device3000,1/03/2012,12:45:00 PM,64260.9749999999
device3000,1/03/2012,1:00:00 PM,64274.6359999999
device3000,1/03/2012,1:15:00 PM,64287.8479999999
device3000,1/03/2012,1:30:00 PM,64300.8839999999
device3000,1/03/2012,1:45:00 PM,64313.9979999999
device3000,1/03/2012,2:00:00 PM,64327.2039999999
device3000,1/03/2012,2:15:00 PM,64340.1969999999
device3000,1/03/2012,2:30:00 PM,64353.1239999999
device3000,1/03/2012,2:45:00 PM,64366.8619999999
device3000,1/03/2012,3:00:00 PM,64379.8509999999
device3000,1/03/2012,3:15:00 PM,64392.6949999999
device3000,1/03/2012,3:30:00 PM,64405.3579999999
device3000,1/03/2012,3:45:00 PM,64418.0069999999
device3000,1/03/2012,4:00:00 PM,64429.5329999999
device3000,1/03/2012,4:15:00 PM,64440.9189999999
device3000,1/03/2012,4:30:00 PM,64452.3099999999
device3000,1/03/2012,4:45:00 PM,64463.3959999999
device3000,1/03/2012,5:00:00 PM,64474.3939999999
device3000,1/03/2012,5:15:00 PM,64485.2389999999
device3000,1/03/2012,5:30:00 PM,64496.3299999999
device3000,1/03/2012,5:45:00 PM,64507.7859999999
device3000,1/03/2012,6:00:00 PM,64516.2769999999
device3000,1/03/2012,6:15:00 PM,64524.3239999999
device3000,1/03/2012,6:30:00 PM,64532.0959999999
device3000,1/03/2012,6:45:00 PM,64539.4169999999
device3000,1/03/2012,7:00:00 PM,64547.3039999999
device3000,1/03/2012,7:15:00 PM,64555.5029999999
device3000,1/03/2012,7:30:00 PM,64563.2339999999
device3000,1/03/2012,7:45:00 PM,64570.5319999999
device3000,1/03/2012,8:00:00 PM,64577.7729999999
device3000,1/03/2012,8:15:00 PM,64584.8659999999
device3000,1/03/2012,8:30:00 PM,64591.9119999999
device3000,1/03/2012,8:45:00 PM,64598.9279999999
device3000,1/03/2012,9:00:00 PM,64606.0169999999
